Title,Company,Location,Short Description,Link,full description
"Administration Support Officer, Queensland Health",Department of Health - Queensland,Woolloongabba,Are you an experienced administrator with a talent for efficiency and organisation? We're looking for a person who has what it takes to support our...,https://www.seek.com.au/job/86221542?type=standard&ref=search-standalone&origin=cardTitle#sol=5cea73eced10d60e85389b823b059bed41ce2bfa,"Be part of a dynamic, fast paced, and supportive team!
Join our team where we have a strong professional practice framework, with a focus on safety, culture and teamwork!
Your new Role:
Are you an experienced administrator with a talent for efficiency and organisation? We're looking for a person who has what it takes to support our team to deliver exceptional services to key stakeholders.
About You:
You will be values-driven, have a friendly personality and be a team player with the ability to:
Exercise excellent verbal and written communication skills
Utilise experience to handle a wide range of enquiries and provide excellent customer service
Use their empathy and discretion related to sensitive situations
Build relationships, with strong influencing, negotiating and conflict resolution skills
Prioritise workloads during busy periods and adapt quickly to changing priorities
Check out our quick tips and application essentials! ( https://www.metrosouth.health.qld.gov.au/careers/how-to-apply )
What we can offer you:
We offer a family-friendly work environment that supports you in making the most of Queensland's laid-back lifestyle.
We are renowned for teaching and research excellence with strong relations with Queensland's leading tertiary institutions.
We want to empower you to build a long-term career, with countless opportunities to learn and grow, no matter your role
You'll have all the benefits of working for Queensland's world-class public health system including generous leave entitlements, attractive salary and remuneration packages, salary packaging ( https://www.metrosouth.health.qld.gov.au/careers/workplace-benefits ) and access to relevant professional development allowances and/or leave, study and research assistance, corporate discounts and employee wellness programs.
Princess Alexandra Hospital:
The Princess Alexandra Hospital (PAH) is a tertiary health care centre providing care in most major adult specialties. We provide world class health care to Brisbane City's southern suburbs across emergency, medical, mental health and surgical services, including liver and kidney transplant.
We are nationally recognised for our expertise in trauma management and organ transplants and are one of Australia's leading academic and research health centres. The PAH as a major medical research precinct hosts Australia's most advanced medical research facility, the Translational Research Institute (TRI) as well as a new Clinical Research Facility for the discoveries made at TRI to be trialed in a safe clinical environment.
We're expanding our hospital to make sure everyone gets the care they need. We're adding more beds, modernising our buildings, and improving our spaces to treat kidney and cancer patients with all new services and facilities planned to open by 2027.
Princess Alexandra Hospital ( https://www.metrosouth.health.qld.gov.au/hospital-and-health-centres/princess-alexandra-hospital ), a place of countless opportunities to learn and grow your career!
INTEGRITY | COMPASSION | ACCOUNTABILITY | RESPECT | ENGAGEMENT | EXCELLENCE
Our values ( https://www.youtube.com/embed/bJ76Hx1dYE0 ) were created by employees for employees to shape our culture and inspire positive interactions in the workplace. Diversity of ideas, skills, traditions, and customs is celebrated as one of our greatest strengths. Having a workforce that reflects and understands the needs and expectations of our community is important to delivering safe, kinder, and more inclusive care.
We recognise our
strength
comes from the
diversity of our people
and so we encourage people of all genders, ethnicities, ages, abilities, languages, sexual orientation, and family responsibilities to apply.
We are Metro South Health:
We are the major public healthcare provider for Brisbane's south side, Logan, Redlands, and the Scenic Rim operating five major hospitals and a range of community, specialty, and state-wide healthcare services.
We are bold, innovative, collaborative, inspiring. We save lives, change lives, and make the world a better place. We are part of and proud of the community we serve.
We are better together."
Strategic Business Intelligence Lead,Nextt Group Pty Ltd,Darlinghurst,Join Nextt's transformation! Help turn real-time data into impact as we roll out Salesforce and support people to live their best lives.,https://www.seek.com.au/job/86346211?type=standard&ref=search-standalone&origin=cardTitle#sol=9e0002f151cb178b26aff336d88c6de24f2f79a0,"At Nextt, we’re passionate about delivering person-centered support. As a leading NDIS provider across QLD, NSW, VIC, and SA, we’re committed to supporting people to live their best lives – and we need great people to help us do that.
The business is entering an exciting new chapter as it completes a major systems transformation with the implementation of Salesforce. This streamlined technological infrastructure is unlocking faster, easier access to data—making accurate, real-time insights more critical than ever before.
The role
As a key member of the finance team, you’ll report directly to the Group Financial Controller, taking ownership of financial analysis, reporting, and forecasting. Your insights will play a pivotal role in shaping strategic decisions and improving performance.
You'll also work closely with the General Manager, Central Services, helping translate financial data into actionable operational plans, with a strong emphasis on margin management. The groundwork in this area is already solid and well-developed—your role is to help elevate it further. Improving our sustainability leads to more positive outcomes for our NDIS participants.
Key Responsibilities:
Partner with executive leaders to deliver the strategic funding and participant outcomes.
Analyse financial performance and provide clear, actionable insights.
Lead budgeting and forecasting, and develop models to support new services.
Identify risks and opportunities to support sustainable growth.
Improve systems, processes, and reporting to enable better decision-making.
Ensure compliance with WHS, NDIS pricing, and funding rules.
What You Bring:
Degree in Finance, Accounting, Economics, or related field
5+ years’ experience in financial analysis (NDIS ideal, or Not-For-Profit & Healthcare).
Strong Excel and Financial Systems skills (e.g., Xero, MYOB Advanced, Dynamics)
Excellent communication skills and stakeholder engagement
Experience of supporting strategic objectives through data analysis and forecasting.
CPA, CA, or CIMA qualified.
Ready to make a difference?
Apply now with your resume and a short cover letter.
For a confidential chat, contact our Recruitment Partner: Nesha @
nsivachandran@nextt.com.au
Let’s build a better future – together.
Workplace diversity is highly valued at The Nextt Group, and we recognize a diverse workforce is beneficial for our employees and our clients. Here at The Nextt Group, we actively encourage and welcome candidates from culturally and linguistically diverse backgrounds, candidates with disability, members of the LGBTQIA+ community, and First Nations and Torres Strait Islander candidates."
APS5 & APS6 Business Analysts,Randstad - Business Support,Melbourne VIC,We are seeking several Business Analysts (APS5 & APS6) to join a large federal government agency and play a key part in their mission.,https://www.seek.com.au/job/86177378?type=standard&ref=search-standalone&origin=cardTitle#sol=3d85e3ddeab455e3430768dcb35a78fd0f0ee1c5,"Location:
Richmond
Contract:
12 months
Hourly Rates:
APS5: $55.24 per hour + super (12%)
APS6: $60.26 per hour + super (12%)
Start Date:
ASAP
Working Rights:
Australian Citizenship Required
The Opportunity
In this role, you'll join the Performance Quality and National Workload Management Branch, a team dedicated to enhancing the end-to-end participant experience. You will be instrumental in analysing complex processes, identifying opportunities for improvement, and driving continuous improvement initiatives. By identifying key trends and insights, you will directly support informed decision-making and strategic planning.
This is an exciting opportunity to work in a flexible, collaborative environment where your voice, ideas, and impact will matter.
On offer are 12 month contracts, working in a hybrid environment with the office location close to major public transport.
Key Responsibilities
As an APS6 or APS5 Business Analyst (Modelling & Projections), you will:
Analyse and Interpret Data
: Understand, extract, and present data using tools like
Microsoft Excel, Salesforce, and SAS
. You will interpret trends and performance results to identify risks and propose mitigation measures.
Develop and Maintain Models
: Drive the creation, refinement, and maintenance of projection modelling tools, primarily in
Excel
, to support both operational and strategic planning.
Generate Reports and Insights
: Create forecasting reports, visualisations, and business insights from your models for various stakeholders.
Communicate Findings
: Draft communication pieces and present business insights and recommendations to both technical and non-technical audiences.
Ensure Data Quality
: Undertake quality assurance processes, including quality checks and trend analysis on reports to ensure accuracy.
Manage Stakeholder Relationships
: Liaise with and educate key stakeholders to build knowledge on reporting products and improve data literacy across the agency.
Identify Best Practices
: Review qualitative and quantitative data to identify and recommend best practice approaches.
Handle Workflow Requests
: Manage and triage work flow requests using
JIRA
.
Further to this,
APS6 Business Analyst will:
Leadership and Mentorship:
Provide guidance and training to upskill and support APS5 Analysts.
Performance Management:
Implement and manage processes to track divisional performance. This includes identifying risks and proposing mitigation strategies.
Continuous Improvement:
Drive key performance management and continuous improvement initiatives throughout the team.
APS5 Business Analyst will:
Stakeholder Support:
Assist the APS6 Business Analyst in communicating with and educating key stakeholders. This helps to build knowledge on reporting products and improve data literacy within the agency.
We're seeking collaborative and impact-driven analysts with the following capabilities:
Essential Skills
Advanced Excel:
Expertise in advanced charting, Power Query, Pivot Tables, and complex formulas.
Modelling & Analytics:
Strong knowledge of forecasting, statistical modelling, and both qualitative and quantitative analysis.
Communication:
The ability to translate complex data and technical jargon into clear, accessible communication for a variety of stakeholders.
Problem-Solving:
The ability to use sound judgement and evidence to resolve issues and make informed decisions, even when managing competing priorities.
Adaptability:
The ability to work effectively in a dynamic environment, respond to changing priorities, and provide support across different functions as needed.
Autonomy:
A demonstrated ability to work effectively as part of a team with minimal supervision.
Technical knowledge required includes:
Required:
Advanced skills in
Microsoft Excel
,
Office 365
, and
SAS
.
Familiarity with:
Salesforce
analytics tools and
JIRA
.
Desirable Skills
Public Sector Experience:
Prior experience as a Business Analyst within the public sector, particularly with government services or social policy environments (e.g., disability, aged care, health).
Reporting:
Demonstrated ability to prepare and present business intelligence reports.
Leadership (APS6 only):
Previous experience in a leadership role.
Interested? What Next?
If you are interested in these positions and believe you have the relevant experience, please submit your resume to
william.maloney@randstad.com.au
, along with a small brief addressing why you think you are a good fit for this position.
For a confidential discussion regarding this position, you can email further questions.
Please note: Applications close on Thursday 14th August, 12pm. Only successful applicants will be contacted."
Senior Manager Sourcing Analytics,Hays | Procurement,Melbourne VIC,Our public sector client is looking for a Senior Manager of Sourcing Analytics.,https://www.seek.com.au/job/86136081?type=standard&ref=search-standalone&origin=cardTitle#sol=2a090aea52c3459caabd24073931ac452276d9d7,"Our public sector client is looking for a Senior Manager of Sourcing Analytics.
Your new company
Join a dynamic public sector organisation that plays a critical role in supporting Victoria's public health services through strategic procurement and supply chain solutions. With a focus on innovation, transformation, and collaboration, this organisation is committed to delivering better value and outcomes for healthcare providers and their patients across the state.
Your new role
As the Senior Manager Sourcing Analytics, you will:
Lead a team of sourcing analysts to deliver strategic insights and data-driven support for procurement activities.
Collaborate with senior leadership to define strategic priorities and translate them into actionable goals.
Develop and validate business cases, identifying data gaps and quantifying the value of analytics initiatives.
Drive transformation through advanced analytics and procurement system optimisation.
Oversee sourcing strategy, including financial modelling and scenario analysis to support contract decisions.
Manage procurement reporting, including forecasting and benefits tracking.
Engage with internal and external stakeholders to ensure alignment and effective communication.
Champion continuous improvement initiatives to enhance analytical tools and practices.
Support best value outcomes for health services through data-driven decision-making.
What you'll need to succeed
To thrive in this role, you will bring:
Tertiary or postgraduate qualifications in business, finance, procurement, or supply chain.
5+ years' experience in an analytical role, ideally within procurement or supply chain.
Strong skills in SQL, Power BI, and advanced Excel.
Proven experience in financial modelling, scenario analysis, and report development.
Excellent stakeholder engagement and communication skills.
A collaborative leadership style with the ability to mentor and guide a team.
Strong problem-solving abilities and a passion for continuous improvement.
Knowledge of governance and risk management in a government context is highly desirable.
What you'll get in return
A leadership role with strategic impact across Victoria's public health sector.
Opportunities to drive innovation and transformation in procurement analytics.
A supportive and collaborative team environment.
Flexible working arrangements, including hybrid work options.
Access to multiple office locations across Melbourne and regional sites.
A chance to contribute to meaningful outcomes in public healthcare.
What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.
If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career."
"Senior Project Officer (Clinical Information Specialist, Register of Congenital",Ministry of Health,Sydney NSW,Join our Centre for Epidemiology and Evidence at the NSW Ministry of Health for an exciting 12-month temporary full-time opportunity.,https://www.seek.com.au/job/86270271?type=standard&ref=search-standalone&origin=cardTitle#sol=2bbbfac6190fa383a67c7315948a6de19f3d523c,"Join our
Centre for Epidemiology and Evidence
at the NSW Ministry of Health for an exciting
12-month temporary full-time opportunity
(with possibility of extension) and be part of the team enriching health in millions of ways every day.
About us
The Centre for Epidemiology and Evidence monitors and reports quality information on the health of people in NSW.
We offer robust development and growth support to all our employees, ensuring you have the resources and opportunities to thrive in your career.
Our core values of collaboration, openness, respect, and empowerment are more than just words – they're the guiding principles that shape every aspect of our work.
Conveniently located in St Leonards, close to public transport.
To learn more about the Ministry and what benefits we offer, access our
Employee Benefits Handbook.
About this role
With your skills and experience, you can contribute to the millions of ways we’re enhancing health and wellness while developing your career as part of the largest health organisation in Australia.
The Senior Project Officer - Clinical Information Specialist, Register of Congenital Conditions (RoCC) provides expert advice on clinical coding and classification issues and manages the operations of the Register of Congenital Conditions. This role ensures information in the RoCC is timely, accurate and complete, to enable monitoring of the occurrence of congenital conditions for service planning and to identify changes in incidence that may warrant investigation.
Crown Clerk 9/10, starting salary from $129,464 - $142,665 plus Super and annual leave loading, with a 35-hour work week.
For more information, please read the
full Role Description.
What you'll be doing
Managing the Register of Congenital Conditions database, ensuring information is timely, accurate and complete.
Providing timely, high-level advice to notifiers on clinical information reporting requirements.
Identifying and implementing strategies for the Ministry and NSW Health Services to improve the quality, accuracy and timeliness of clinical
information in relation to notification of congenital anomalies.
Participating in data quality improvement programs for collections managed by the unit, to ensure optimal application of the data collections in thereporting, analysis, and evaluation of health services.
Identifying and addressing data quality and integrity issues and providing advice and recommendations to the Principal Analyst, Health Surveillance on solutions for improving the quality of information collected in the Register of Congenital Conditions.
About you
We are seeking motivated and committed individuals who can support the work of NSW Health with:
Tertiary qualifications in Health Information Management, or equivalent experience.
Sound knowledge of contemporary developments in clinical coding and information management, particularly how they affect the classification of congenital anomalies.
Substantial knowledge and skills in the clinical classification of diseases using the International Classification of Diseases, 10th Revision, Australian
Modification (ICD-10-AM), and the International Classification of Diseases, 9th Revision, Clinical Modification (ICD-9-CM).
Knowledge and understanding of NSW legislation and Ministry of Health policies that relate to handling of personal health information.
Good negotiation skills and ability to liaise with staff across disciplines at all levels of the health system.
How to apply
At the Ministry of Health, we want you to make the most of the opportunities you’ll get to grow your skills and your career, surrounded by authentic, smart people and leaders.
Please review the role description and submit your up-to-date resume (up to 5 pages) and a cover letter (1-2 pages) addressing how you meet the essential requirements of the role.
Use the link below to access our Capability Application tool, designed to help you excel in the recruitment process. Practice your responses with the example questions provided to effectively highlight your achievements and the strategies you used to accomplish them.
Capability application tool | NSW Public Service Commission
For role related queries or questions contact Simon Willcox at
simon.willcox@health.nsw.gov.au
and quote
REQ591772
.
If you do require any adjustments to the recruitment process during the recruitment process, please contact Frankie De Luca on
frankie.deluca@health.nsw.gov.au
Closing Date: Tuesday 19 August 2025
Our commitment to diversity and inclusion
At the Ministry of Health, we are committed to creating a diverse, inclusive, and flexible environment which reflects the community and customers we serve. We actively promote the employment of women, people with a disability, Aboriginal and Torres Strait Islander peoples, LGBTIQ+ community and people from culturally and linguistically diverse backgrounds.
If you identify as Aboriginal or Torres Strait Islander and would like assistance with your application or to obtain more information on how to apply, please visit
The Stepping Up Initiative.
To be eligible for employment in these roles you must be an Australian citizen, or a permanent resident, or a New Zealand citizen, or hold a valid visa with permission to work in Australia.
Additional information
This recruitment may be used to create a Talent Pool for similar future roles (ongoing or temporary) that may arise over the next 18 months.
This is a temporary role and there may be opportunities for ongoing employment at grade.
For more information on applying visit the
Ministry of Health Career portal
Please note the selection process will include a range of comparative assessment techniques to assist in determining your suitability for the role.
Don't miss your chance to embark on this fulfilling journey! Apply now!
Applications Close: Tuesday 19 August 2025"
Research Officer - Australia Dementia Network Registry,Monash University,Melbourne VIC,More than an admin role — it’s an opportunity to be part of a national research initiative that’s transforming the way dementia care is delivered,https://www.seek.com.au/job/86357596?type=standard&ref=search-standalone&origin=cardTitle#sol=6f32d65827ae4940320ec39456d5cf9e4ec6d118,"Job No.:
683426
Location:
553 St Kilda Road
Employment Type:
Full-time
Duration:
12 month fixed-term appointment (with potential extension)
Remuneration:
$83,424 - $95,825 pa HEW 5 plus 17% employer superannuation
Amplify your impact at a world top 50 University
Join our inclusive, collaborative community
Be surrounded by extraordinary ideas - and the people who discover them
The Opportunity
We’re looking for a detail-focused, organised and purpose-driven
Research Officer
to support the day-to-day operations of the
Australian Dementia Network (ADNeT) Registry
,
a national initiative aimed at improving care and outcomes for people living with dementia and mild cognitive impairment.
Whether you're early in your career or building on prior experience, this is an opportunity to contribute to a national program shaping the future of dementia care across Australia. You'll work closely with a supportive and collaborative team of registry experts, researchers and clinicians based at
Monash University’s School of Public Health and Preventive Medicine
, Australia’s leading public health school.
About you
You are someone who thrives in structured, research-focused environments. You value accuracy, follow-through and high-quality work, and you’re at your best when working on tasks that matter. You enjoy supporting systems that run smoothly, and you're comfortable managing a variety of responsibilities—from supporting patient recruitment activities, helping prepare ethics and governance documents to handling sensitive participant data.
You're known for your ability to stay organised, communicate clearly and pick up new systems quickly. Most importantly, you care about contributing to research that makes a real-world difference.
What you’ll do
Undertake patient recruitment activities
Support registry operational activities
Administrative service coordination
Support ethics and governance activities
Provide front-line and administrative services
Maintain an organised document repository
Assist with research-related activities
What you bring
A tertiary qualification or equivalent experience in a relevant area (e.g. health, research, administration)
Strong administrative and organisational skills, with a keen eye for detail and a proactive work style
Clear written and verbal communication skills, and the ability to handle sensitive data confidentially
Experience working in a research, clinical or registry setting is advantageous, but not essential
This is more than an administrative support role — it’s an opportunity to be part of a national research initiative that’s transforming the way dementia care is delivered in Australia.
You’ll join a dedicated and collaborative team within Monash University’s
Clinical Outcomes data Reporting and Research Program (CORRP)
, working alongside leading researchers and clinicians. You’ll be supported in your professional growth, exposed to cutting-edge registry systems, and be part of a workplace that values inclusion, flexibility and real-world impact.
About Monash University
At
Monash
, work feels different. There’s a sense of belonging, from contributing to something groundbreaking – a place where great things happen.
We value difference and
diversity
, and welcome and celebrate everyone's contributions, lived experience and expertise. That’s why we champion an
inclusive and respectful workplace culture
where everyone is supported to succeed.
Learn more about Monash
.
Join the pursuit of our purpose to build a better future for ourselves and our communities -
#ChangeIt
with us.
Monash supports flexible and hybrid working arrangements.
We have a range of policies in place enabling staff to combine work and personal commitments. This includes
supporting parents
.
To Apply
For instructions on how to apply, please refer to '
How to apply for Monash Jobs
'. Your application must include a cover letter which addresses the Key Selection Criteria.
Diversity is one of our greatest strengths at Monash. We encourage applications from Aboriginal and Torres Strait Islander people, culturally and linguistically diverse people, people with disabilities, neurodivergent people, and people of all genders, sexualities, and age groups.
We are committed to fostering an inclusive and accessible recruitment process at Monash. If you need any reasonable adjustments, please contact us at
hr-recruitment@monash.edu
in an email titled 'Reasonable Adjustments Request' for a confidential discussion.
Your employment is contingent upon the satisfactory completion of all pre-employment and/or background checks required for the role, as determined by the University.
Enquiries:
Kasey Wallis, ADNeT Registry Program Manager,
+61 3 9903 0022
Position Description:
Position Description
Applications Close:
Monday 18 August at 11:55pm AEST"
Manager -Business Intelligence & Analytics,Milestone Information Technology,Melbourne VIC,"Milestone IT is excited to partner with a respected organisation in the healthcare sector to find an experienced Manager, Business Intelligence & A...",https://www.seek.com.au/job/86222614?type=standard&ref=search-standalone&origin=cardTitle#sol=ac115bf5f725161535e9530df8f749f458f600bf,"Milestone IT is excited to partner with a respected organisation in the healthcare sector to find an experienced
Manager, Business Intelligence & Analytics
for an
initial 12-month contract
.
This is an outstanding opportunity to lead a high-performing team in a values-driven environment where your work will directly contribute to improving patient outcomes and organisational effectiveness.
About the Role:
As the
Manager of BI & Analytics
, you will take charge of developing and executing the organisation’s analytics strategy. You’ll drive data-informed decision-making across clinical, operational, and financial domains—building meaningful insights that support business transformation and service excellence.
Key Responsibilities:
Lead a team of analysts, data engineers, and BI professionals.
Oversee the design and delivery of dashboards, data models, and analytical reports.
Collaborate with stakeholders across clinical, administrative, and executive teams to identify opportunities for insights and automation.
Champion data governance, quality, and standardisation initiatives.
Leverage BI tools and platforms (e.g., Power BI, Tableau, SQL, Azure, etc.) to drive operational and strategic analytics.
Ensure alignment of analytics priorities with broader organisational goals.
Skills & Experience Required:
Proven experience in managing BI or analytics functions in large, complex environments (healthcare experience highly regarded).
Strong leadership skills with a collaborative and stakeholder-focused approach.
Deep technical understanding of data modelling, reporting, and analytics platforms.
Ability to translate complex data into clear business narratives and actionable strategies.
Knowledge of data governance frameworks and practices.
Why Apply?
Make a tangible impact in a purpose-driven healthcare setting.
Work with passionate professionals in a progressive and innovative environment.
Enjoy a flexible and supportive work culture.
Competitive daily rate on offer.
Apply Now
Ready to bring your data leadership to a mission that matters? Click
Apply
or reach out to the team at
Milestone IT
for a confidential discussion.
To apply online, please click on the appropriate link below. Alternatively, for a confidential discussion, please contact Sam Menon on
03-96706682"
Senior Clinical Coder,Metro North Hospital & Health Service,Redcliffe,"Permanent part time opportunity under the direction of the Senior Health Information Manager Data Services, guide and mentor the clinical coders",https://www.seek.com.au/job/86173872?type=standard&ref=search-standalone&origin=cardTitle#sol=d1420fe2fdd62f370f61f034c74c2f938d6392fd,"About the role
Permanent part time opportunity under the direction of the Senior Health Information Manager – Data Services, guide and mentor the clinical coders in accordance with organisational goals, guidelines and relevant legislation. Through quality systems, manage auditing, data verification and clinical liaison to ensure the accuracy and timeliness of inpatient morbidity data.
About you
Our ideal candidate will be someone who can carry out the following key accountabilities in accordance with the Metro North Health's values:
Abstract relevant and verify information from the paper medical record and all available clinical information systems.
Assign timely and accurate morbidity and procedural classifications to episodes of care to meet Department of Health deadlines and health service reporting requirements.
Identify discrepancies between the clinical information systems and medical records and feedback through appropriate channels.
Proactively participate in end of month tasks, including onsite coding, promoting teamwork to ensure monthly deadlines are met.
Health Equity
It is expected that all Metro North Health staff, including the incumbent of this role as a valuable member of the Metro North workforce, contribute to the health equity agenda and meet the intent of supporting the defined six actions that specifically meet the needs of Aboriginal and Torres Strait Islander people within the National Safety and Quality Health Service Standards (NSQHS), by actively supporting the elimination of racial discrimination and institutional racism; supporting increased access to health care; influencing the social, cultural and economic determinants of health; supporting the delivery of sustainable, culturally safe and responsive health services;  and recognise the importance of working with Aboriginal and Torres Strait Islander peoples, communities and organisations to design, deliver, monitor and review the health and support services we provide.
Benefits when working for us
Rewarding career and development opportunities across a wide range of clinical and non-clinical areas
Value driven organisation which provides a work environment that is safe, satisfying, flexible, and promotes a healthy work-life balance
Flexible working arrangements and competitive salary rates with annual incremental increases
Benefit from a higher than standard employer contribution to Superannuation of up to 12.75% and access to salary packaging
Be part of a world-class, dynamic and growing health service that embraces technology and innovation, excellence in healthcare, quality teaching and cutting edge research. Metro North Health is committed to providing a diverse and inclusive workplace for all employees. We offer unique and rewarding professional development opportunities in a safe and flexible work environment with a focus on putting our people first. You can find out more about why it's so great to work at Metro North here:
https://metronorth.health.qld.gov.au/careers
Find out about the role in more detail and how to apply in the attached Role Description.
APPLICATIONS RECEIVED VIA THIRD PARTIES (RECRUITMENT AGENCIES ETC.) WILL NOT BE ACCEPTED"
ICT Planning and Performance Analyst - DMN653479,Metro North Hospital & Health Service,Fortitude Valley,Contribute to the strategic direction of digital health across Metro North by leveraging your analytical expertise and capacity planning capabilities.,https://www.seek.com.au/job/86301262?type=standard&ref=search-standalone&origin=cardTitle#sol=61ead0b5d26acbe4ee25b04cfdb76abfb73f0a33,"Join Digital Metro North as an ICT Planning and Performance Analyst
Digital Metro North (DMN)
is seeking a highly skilled and motivated
Information and Communication Technology (ICT)
Planning and Performance Analyst
to join our Governance and Strategic Initiatives team. This is a unique opportunity to contribute to the strategic direction of digital health services across Metro North by leveraging your analytical expertise and capacity planning capabilities.
The ICT (Information and Communications Technology) planning and performance role will focus on aligning technology strategy with organisational goals, ensuring efficient and effective ICT operations, and managing ICT Service performance to achieve desired business outcomes. This role involves strategic ICT asset planning, capacity management, and performance monitoring of ICT systems and services.
About the Role
As an
ICT Planning and Performance Analyst
, you will play a key role in driving continuous service improvement by analysing DMN's financial, ICT asset and service performance data to identify trends and opportunities. You will deliver high-quality planning and performance reporting that informs investment decision-making by DMN leadership, Metro North executives, and governance bodies. Additionally, you will develop and embed strategic ICT asset planning and performance frameworks that align with organisational goals and support future capability and capacity needs.
Key knowledge and experience
The ideal applicant will be able to demonstrate the following:
Three or more years' experience in the development and of analysis of financial and ICT service performance data and reporting in a complex service delivery organisation.
Demonstrated experience in ICT strategic resources planning, capacity modelling, and forecasting activities to identify opportunities for ICT service improvement.
Proven highly developed research, analytical, conceptual, and problem-solving skills, and a proven ability to drive a team environment developing effective working relationships with team members to support the successful support of performance and financial reporting across DMN with the ability to research situations and challenging issues to develop options, strategies, and recommendations to achieve desired outcomes.
Proven interpersonal, presentation, written and consultation skills with the proven ability to consult, negotiate, advise, and maintain effective relationships with senior and multi-disciplinary staff.
Demonstrated strong attention to detail, accuracy, and timeline focus.
Find out about the role in more detail and how to apply in the attached Role Description and Program Overview.
Benefits when working for us
Rewarding career and development opportunities across a wide range of clinical and non-clinical areas
Value driven organisation which provides a work environment that is safe, satisfying, flexible, and promotes a healthy work-life balance
Flexible working arrangements and competitive salary rates with annual incremental increases
Benefit from a higher than standard employer contribution to Superannuation of up to 12.75% and access to salary packaging"
"Business Analyst, Data & Operations",Catholic Early EdCare,Paddington,Drive impact through data. Use your analytics skills to improve outcomes across early learning services across SEQ.,https://www.seek.com.au/job/86333064?type=standard&ref=search-standalone&origin=cardTitle#sol=899cd79229fbb3aef72f973611a8440115b5a27f,"Business Analyst, Data & Operations
Turn data into meaningful insights that drive real impact across our early education services.
About the Role
We’re looking for a proactive and detail-oriented
Business Analyst
to join our Operational Efficiency Team and help power smarter decisions through data.
In this permanent, full-time role, you’ll be responsible for collecting, analysing, and visualising operational data across our 130+ early education services. Reporting to the Head of Operational Efficiency, you'll work closely with service leaders, portfolio managers, and other stakeholders to deliver timely, accurate dashboards and reports that support compliance, improve performance, and strengthen decision-making.
You’ll play a critical role in shaping a data-informed culture across Catholic Early EdCare, helping leaders confidently use data to drive continuous improvement.
Key Responsibilities
Develop and maintain dashboards to track service-level and organisation-wide performance
Analyse data sets including enrolment, workforce, revenue, and utilisation metrics
Present meaningful insights and recommendations to operational leaders
Maintain data integrity through validation, cleansing, and reconciliation activities
Support strategic projects with modelling, outcomes measurement, and scenario testing
Coach leaders on how to interpret and apply reporting tools to their work
What You’ll Bring
At least 2 years’ experience in an analytical or reporting role
Strong skills in Power BI, Excel, and database management tools
Excellent attention to detail and data quality practices
Ability to translate complex data into clear insights and visual storytelling
Experience or understanding of the early childhood sector is a
must
Strong communication and stakeholder engagement skills
Relevant qualifications in analytics, business operations, finance, or related fields
What Success Looks Like
You create reliable dashboards and reports that are trusted by service leaders
You uncover trends and gaps that improve outcomes for children and families
You’re a key contributor to our strategic and operational initiatives
You support a culture of continuous improvement, collaboration, and insight-driven decision making
Our Benefits
Hybrid flexibility
– work from our Paddington office and remotely
95% childcare discount
– peace of mind while you support our services
Quarterly Wellness Wednesdays
– dedicated time to focus on your wellbeing
Monthly Reward & Recognition lunches
– celebrate wins and milestones with your peers
Quarterly social events
– connect with colleagues at relaxed after-work gatherings
About Us
At Catholic Early EdCare, we provide early learning, kindergarten, and outside school hours care at 130+ services across South East Queensland. We’re a values-driven organisation, focused on delivering high-quality education and care with compassion, inclusion, and respect.
Interested? Please click “APPLY NOW” and our friendly recruitment team will be in touch. Alternatively, they can be contacted on:
recruitment@catholicearlyedcare.qld.edu.au
Our Commitment to Keeping our Staff and Children Safe
Catholic Early EdCare is dedicated to ensuring the safety and wellbeing of all children in its care and maintains a zero-tolerance approach to any form of abuse. The protection of children is our highest priority. To uphold this commitment, we conduct referee checks and criminal history screenings as part of our recruitment process, and all employees working with children must hold a current Queensland Working with Children Check (Blue Card).
Catholic Early EdCare is an equal opportunity employer and values diversity. We encourage applications from all individuals, including those from diverse backgrounds."
